#,Гэрээний нэр,Эрдсийн төрөл,Гэрээний төрөл,Гэрээ байгуулсан огноо,Баримт бичгийн төрөл,Гэрээ байгуулсан төрийн байгууллага,Компанийн нэр,Төслийн нэр,Гэрээний файл,OCID,Аннотацийн текст,Метадата текст
1052,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Шижир гоулд"" ХХК]",,,2016-05-04,Contract,,,,,ocds-591adf-MN3829700669RC,,
1053,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Эрдэнийн цахирмаа тал"" ХХК]",,,2016-05-04,Contract,,,,,ocds-591adf-MN3413601034RC,,
1054,Өвөрхангай аймгийн Уянга сум болон Буд-Ундрам ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2016-04-18,Contract,,,,,ocds-591adf-MN3687625141RC,,
1055,"Булган аймгийн Бүрэгхангай сумын ЗДТГ, Хүслэмж ХХК-ийн хооронд байгуулан нийгмийн хариуцлагын гэрээ 2016 он",,,2016-04-13,Contract,,,,,ocds-591adf-MN4473999392RC,,
1056,"Булган аймгийн Бүрэгхангай сумын ЗДТГ, Эвсэг сайхан ХХК уул уурхайн ААН-ын хооронд байгуулсан нийгмийн хариуцлагын гэрээ",,,2016-04-13,Contract,,,,,ocds-591adf-MN3812163400RC,,
1057,"Булган аймгийн Бүрэгхангай сумын ЗДТГ, ГБНБ ХХК-ын хооронд байгуулсан нийгмийн хариуцлагын гэрээ",,,2016-04-13,Contract,,,,,ocds-591adf-MN8388746961RC,,
1058,"Булган аймгийн Бүрэгхангай сумын ЗДТГ, Өрмөн уул ХХК-ийн хооронд байгуулсан нийгмийн хариуцлагын гэрээ",,,2016-04-13,Contract,,,,,ocds-591adf-MN3254811553RC,,
1059,"Булган аймгийн Бүрэгхангай сумын ЗДТГ, Төсөлч ХХК-ийн хооронд байгуулсан нийгмийн хариуцлагын гэрээ",,,2016-04-13,Contract,,,,,ocds-591adf-MN4457763193RC,,
1060,"Булган аймаг Бүрэгхангай сумын ЗДТГ, Монполимет ХХК-ийн хооронд байгуулсан нийгмийн хариуцлагын гэрээ",,,2016-04-13,Contract,,,,,ocds-591adf-MN0193125630RC,,
1061,"Булган аймгийн Бүрэгхангай сумын ЗДТГ, Өгөөж баянхангай ХХК-ийн хооронд байгуулсан нийгмийн хариуцлагын гэрээ",,,2016-04-13,Contract,,,,,ocds-591adf-MN9201874156RC,,
1062,"Булган аймгийн Дашинчилэн сумын ЗДТГ, Болор оргил майнинг ХХК-ийн хооронд байгуулсан нийгмийн хариуцлагын чиглэлээр хамтран ажиллах гэрээ",,,2016-03-28,Contract,,,,,ocds-591adf-MN4612260423RC,,
1063,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Хунт өгөөж"" ХХК ]",,,2016-03-16,Contract,,,,,ocds-591adf-MN4565196428RC,,
1064,Өвөрхангай аймгийн Уянга сум болон АУМ алт ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2016-02-02,Contract,,,,,ocds-591adf-MN1760624707RC,,
1065,Дорноговь аймгийн Улаанбадрах сум болон Эрэл ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2016-01-22,Contract,,,,,ocds-591adf-MN9584762196RC,,
1066,Төв аймгийн Баянцагаан сум болон Э-транс ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2016-01-15,Contract,,,,,ocds-591adf-MN0633153998RC,,
1067,Төв аймгийн Баянцагаан сум болон Монголчёх метал ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2016-01-15,Contract,,,,,ocds-591adf-MN1149007010RC,,
1068,"Улсын төсвийн хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Цогт-Онон"" ХХК]",,,2015-12-31,Contract,,,,,ocds-591adf-MN8179943165RC,,
1069,Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн сэргээх тухай гэрээ [ЗТХ ХХК],,,2015-12-25,Contract,,,,,ocds-591adf-MN5338764717RC,,
1070,Орхон аймаг болон Чингэл бөөнцагаан ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2015-12-09,Contract,,,,,ocds-591adf-MN8443060132RC,,
1071,"Орон нутагтай хамтран ажиллах гэрээ [Өмнөговь аймгийн Гурвантэс сум - ""Жавхлант орд"" ХХК]",,,2015-11-24,Social Agreement,,,,,ocds-591adf-MN3138566452RC,,
1072,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Тайшин девелопмент"" ХХК]",,,2015-11-20,Contract,,,,,ocds-591adf-MN3447408614RC,,
1073,Дорноговь аймгийн Айраг сум болон Экилешия ХХК-ийн хооронд байгуулсан газар ашиглуулах гэрээ,,,2015-11-18,Contract,,,,,ocds-591adf-MN2982555938RC,,
1074,"Монгол Улсын Засгийн газар болон ""Эрдэнэс цагаан суварга"" ХХК, ""Монголын алт"" (МАК) ХХК-ийн хооронд байгуулсан Цагаан суварга төслийн хөрөнгө оруулалтын гэрээ",,,2015-10-13,Contract,,,,,ocds-591adf-MN5277413979RC,,
1075,Орхон аймаг болон Номун гранд ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2015-09-30,Contract,,,,,ocds-591adf-MN1291449760RC,,
1076,"Улсын төсвийн хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Өрмөн уул"" ХХК]",,,2015-08-26,Contract,,,,,ocds-591adf-MN1013120602RC,,
1077,Сэлэнгэ аймгийн Мандал сум болон Сонгоулд ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2015-08-22,Contract,,,,,ocds-591adf-MN9148113419RC,,
1078,"Төрийн өмчийн бодлого, зохицуулалтын газар болон Нортерн рэйлвэйс ХХК-ийн хооронд байгуулсан концессын гэрээ",,,2015-08-20,Contract,,,"""Эрдэнэт хот- Овоотын уурхай"" чиглэлд төмөр замын суурь бүтцийн зураг төсөл боловсруулах-барих-ашиглах-шилжүүлэх",,ocds-591adf-MN2585494208RC,,
1079,"Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Күнлүн"" ХХК]",,,2015-08-18,Contract,,,,,ocds-591adf-MN2143252919RC,,
1080,Дорноговь аймгийн Айраг сум болон Лотус-дай-уул ХХК-ийн хооронд байгуулсан газар ашиглуулах гэрээ,,,2015-06-29,Contract,,,,,ocds-591adf-MN4606629530RC,,
1081,Увс аймгийн Засаг даргын Тамгын газар болон Монголиа Гладвилл Увс Петролиум ХХК хооронд байгуулах Хамтын ажиллагааны гэрээ,,,2015-06-26,Contract,,,Увс-I талбайд газрын тосны хайгуул хийх төсөл,,ocds-591adf-MN4393150979RC,,
1082,"Хэнтий аймгийн Баян-Овоо сумын ЗДТГ, Ханшашир ХХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ",,,2015-06-02,Contract,,,,,ocds-591adf-MN9580404660RC,,
1083,"Оюу толгойн далд уурхайн бүтээн байгуулалт, санхүүжилтийн төлөвлөгөө",,Other,2015-05-18,Project Plan,,,Оюу толгой,,ocds-591adf-MN8074920686RC,,
1084,Oyu tolgoi Cooperation Agreement,,,2015-04-21,Contract,,,Oyu Tolgoi,,ocds-591adf-MN7696921863RC,,
1085,Хамтын ажиллагааны гэрээ,,,2015-04-21,Contract,,,Оюу толгой,,ocds-591adf-MN4073472457RC,,
1086,"Нийслэлийн өмчийн харилцааны газар, Ихэр гурван цохио ХХК-ийн хооронд байгуулсан Газар ашиглах гэрээ",,,2015-04-20,Contract,,,,,ocds-591adf-MN4589861224RC,,
1087,"""Хар ус - II"" талбайд газрын тосны хайгуул, ашиглалтын үйл ажиллагаа эрхлэх талаар Газрын тосны газар, ""Ренова-Илч"" ХХК-ийн хооронд байгуулсан бүтээгдэхүүн хуваах гэрээ",,,2015-04-17,Contract,,,,,ocds-591adf-MN4789557596RC,,
1088,"""Хэрлэн тохой XXVIII"" талбайд газрын тосны хайгуул, ашиглалтын үйл ажиллагаа эрхлэх талаар Газрын тосны газар, ""Хонконг Вэлпэк Индастриал"" компанийн хооронд байгуулсан бүтээгдэхүүн хуваах гэрээ",,,2015-04-16,Contract,,,,,ocds-591adf-MN2832998338RC,,
1089,"Монгол Улсын Засгийн газар болон ""МАК цемент"" ХХК, ""Монголын алт"" (МАК) ХХК-ийн хооронд байгуулсан Хөх цавын цемент-шохойн үйлдвэрийн төслийн хөрөнгө оруулалтын гэрээ",,,2015-04-13,Contract,,,,,ocds-591adf-MN3830607707RC,,
1090,Монгол Улсын Засгийн Газар болон Нэйшнл Трейдинг Энд Транспорт Групп ХХК-ийн хооронд байгуулсан концессын гэрээ,,,2015-04-10,Contract,,,Рашаант дахь улсын нөөцийн агуулах төслийг хэрэгжүүлэх (барих-өмчлөх-ашигал),,ocds-591adf-MN3622129637RC,,
1091,"Хяргас нуур - Завхан голын сав газрын захиргаа, Баян-Айраг Эксплорейшн ХХК-ний хооронд байгуулсан ус ашиглах гэрээ",,,2015-04-01,Contract,,,Баян айраг,,ocds-591adf-MN9194735843RC,,
1092,Хамтын ажиллагааны гэрээ,,Localcooperation agreement,2015-03-30,Contract,,,Ховд голын уурхай,,ocds-591adf-MN3315703559RC,,
1093,Говь-Алтай аймаг болон Мандал алтай ХХК-ийн хооронд байгуулсан газар ашиглах гэрээ,,,2015-03-17,Contract,,,Хүрэн нүүрсний орд 53.63 га,,ocds-591adf-MN9401539104RC,,
1094,Дорноговь аймгийн Айраг сум болон Айваору ХХК-ийн хооронд байгуулсан газар ашиглуулах гэрээ,,,2015-03-16,Contract,,,,,ocds-591adf-MN0646526751RC,,
1095,Дорнод аймгийн Хэрлэн сум болон Адуунчулуун ХК-ийн хооронд байгуулсан хамтран ажиллах гэрээ,,,2015-03-13,Contract,,,Адуунчулуун,,ocds-591adf-MN5828565831RC,,
1096,Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [Эслэт ХХК],,,2015-03-09,Contract,,,,,ocds-591adf-MN2239473917RC,,
1097,"Улсын төсвийн хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [""Сигмабетта"" ХХК]",,,2015-03-09,Contract,,,,,ocds-591adf-MN2503234888RC,,
1098,Улсын төсвөөс хайгуулын ажилд гарсан зардлыг нөхөн төлөх тухай гэрээ [Богда холдинг ХХК],,,2015-03-09,Contract,,,,,ocds-591adf-MN7112992588RC,,
